Timestamp,Strategy,Ticker,Live_Price,Buy_Floor,Exit_Ceiling,Move_Pct,Zone_Start,Zone_End
2026-07-04 02:57:06,V20_Range_Breakout,INDHOTEL.NS,728.6,699.46,859.75,22.50%,2026-01-01,2026-01-15
2026-07-04 02:57:06,V20_Range_Breakout,LALPATHLAB.NS,1645.7,1579.87,1941.93,22.50%,2026-01-01,2026-01-15
2026-07-04 02:57:06,V20_Range_Breakout,PGHH.NS,8902.0,8545.92,10504.36,22.50%,2026-01-01,2026-01-15
2026-07-04 02:57:06,V20_Range_Breakout,GODREJCP.NS,1076.9,1033.82,1270.74,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,KAJARIACER.NS,1202.3,945.5,1178.0,24.59%,2026-04-01,2026-04-15
2026-07-04 03:09:02,V20_Range_Breakout,MARICO.NS,838.55,805.01,989.49,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,MRF.NS,134655.0,129268.8,158892.9,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,HDFCLIFE.NS,567.7,544.99,669.89,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,BSE.NS,3816.6,2391.0,2918.0,22.04%,2025-05-29,2025-06-05
2026-07-04 03:09:02,V20_Range_Breakout,VOLTAS.NS,1280.2,1125.16,1394.41,23.93%,2025-02-01,2025-02-03
2026-07-04 03:09:02,V20_Range_Breakout,TITAN.NS,4461.1,4282.66,5264.1,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,ADANIPORTS.NS,1874.2,1799.23,2211.56,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,ANGELONE.NS,352.25,228.45,284.2,24.40%,2026-04-01,2026-04-09
2026-07-04 03:09:02,V20_Range_Breakout,ASIANPAINT.NS,2737.8,2628.29,3230.6,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,VBL.NS,515.8,394.43,474.75,20.36%,2026-04-07,2026-04-17
2026-07-04 03:09:02,V20_Range_Breakout,INFY.NS,1047.2,1005.31,1235.7,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,UNITDSPR.NS,1393.3,1337.57,1644.09,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,JIOFIN.NS,239.35,271.48,346.46,27.62%,2024-02-19,2024-02-23
2026-07-04 03:09:02,V20_Range_Breakout,ACC.NS,1393.8,1338.05,1644.68,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,HCLTECH.NS,1139.0,1093.44,1344.02,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,CAMS.NS,798.35,874.48,1049.83,20.05%,2024-11-25,2024-12-05
2026-07-04 03:09:02,V20_Range_Breakout,TEAMLEASE.NS,1421.3,2854.65,3478.0,21.84%,2024-07-23,2024-07-29
2026-07-04 03:09:02,V20_Range_Breakout,BAJFINANCE.NS,1031.4,990.14,1217.05,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,NESTLEIND.NS,1459.8,1401.41,1722.56,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,RELAXO.NS,397.15,381.26,468.64,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,DMART.NS,3994.4,3685.1,4562.6,23.81%,2026-03-24,2026-04-06
2026-07-04 03:09:02,V20_Range_Breakout,CIPLA.NS,1458.2,1399.87,1720.68,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,DIXON.NS,12456.0,12749.33,16820.51,31.93%,2025-04-09,2025-04-22
2026-07-04 03:09:02,V20_Range_Breakout,ABBOTINDIA.NS,25895.0,24859.2,30556.1,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,LT.NS,4026.6,3865.54,4751.39,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,QUESS.NS,290.85,240.59,294.0,22.20%,2026-06-30,2026-07-03
2026-07-04 03:09:02,V20_Range_Breakout,JSWINFRA.NS,326.05,313.01,384.74,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,BLUESTARCO.NS,1583.2,1581.5,1921.0,21.47%,2026-04-08,2026-04-20
2026-07-04 03:09:02,V20_Range_Breakout,INDHOTEL.NS,728.6,699.46,859.75,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,PIDILITIND.NS,1598.0,1534.08,1885.64,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,HYUNDAI.NS,1993.4,1913.66,2352.21,22.50%,2026-01-01,2026-01-15
2026-07-04 03:09:02,V20_Range_Breakout,SANOFI.NS,3425.0,5620.1,10037.9,78.61%,2024-06-07,2024-06-13
