=== DAILY PERFORMANCE REPORT ===
Generated on: 05-Aug-2026 11:59:01
Total Signals Logs Processed: 150

Tier 1 (High Volatility Moves >= 5%): 150 signals
Tier 2 (Moderate Volatility 2%-5%): 0 signals
Tier 3 (Low Volatility < 2%): 0 signals

= STRATEGY LOG DETAILS =
          Timestamp        Ticker           Strategy  Live_Price  Move_Pct
2026-08-05 11:58:04    PAGEIND.NS V20_Range_Breakout    40355.00     22.50
2026-08-05 11:58:04    MEDANTA.NS V20_Range_Breakout     1410.30     24.75
2026-08-05 11:58:04  BATAINDIA.NS V20_Range_Breakout      730.05     22.50
2026-08-05 11:58:04       SBIN.NS V20_Range_Breakout     1055.00     22.50
2026-08-05 11:58:04   GILLETTE.NS V20_Range_Breakout     7688.00     21.07
2026-08-05 11:58:04 ASIANPAINT.NS V20_Range_Breakout     2760.00     22.50
2026-08-05 11:58:04  ICICIBANK.NS V20_Range_Breakout     1450.10     22.50
2026-08-05 11:58:04    HCLTECH.NS V20_Range_Breakout     1350.00     22.50
2026-08-05 11:58:04     FORTIS.NS V20_Range_Breakout      925.00     22.50
2026-08-05 11:58:04        UBL.NS V20_Range_Breakout     1412.60     22.50
2026-08-05 11:58:04        MCX.NS V20_Range_Breakout     2598.60     31.38
2026-08-05 11:58:04     RADICO.NS V20_Range_Breakout     4550.00     24.17
2026-08-05 11:58:04     RELAXO.NS V20_Range_Breakout      416.15     20.97
2026-08-05 11:58:04   AXISBANK.NS V20_Range_Breakout     1253.90     22.50
2026-08-05 11:58:04      TITAN.NS V20_Range_Breakout     4912.40     22.50
2026-08-05 11:58:04    HYUNDAI.NS V20_Range_Breakout     2218.50     22.50
2026-08-05 11:58:04      QUESS.NS V20_Range_Breakout      314.50     25.73
2026-08-05 11:58:04       INFY.NS V20_Range_Breakout     1174.00     22.50
2026-08-05 11:58:04        BSE.NS V20_Range_Breakout     3534.60     22.04
2026-08-05 11:58:04  NESTLEIND.NS V20_Range_Breakout     1520.00     22.50
2026-08-05 11:58:04   ASTRAZEN.NS V20_Range_Breakout     8108.50     28.30
2026-08-05 11:58:04 HINDUNILVR.NS V20_Range_Breakout     2085.30     22.50
2026-08-05 11:58:04 PIDILITIND.NS V20_Range_Breakout     1665.00     22.50
2026-08-05 11:58:04   RELIANCE.NS V20_Range_Breakout     1280.00     22.50
2026-08-05 11:58:04        ACC.NS V20_Range_Breakout     1394.00     22.50
2026-08-05 11:58:04   HDFCLIFE.NS V20_Range_Breakout      545.00     22.50
2026-08-05 11:58:04 ICICIPRULI.NS V20_Range_Breakout      516.55     22.50
2026-08-05 11:58:04 BAJAJ-AUTO.NS V20_Range_Breakout    11800.00     22.50
2026-08-05 11:58:04       ERIS.NS V20_Range_Breakout     1375.10     27.33
2026-08-05 11:58:04      GLAXO.NS V20_Range_Breakout     2569.70     39.48
2026-08-05 11:58:04   JSWINFRA.NS V20_Range_Breakout      334.40     22.50
2026-08-05 11:58:04 BAJFINANCE.NS V20_Range_Breakout     1158.80     22.50
2026-08-05 11:58:04   ANGELONE.NS V20_Range_Breakout      299.20     24.40
2026-08-05 11:58:04     PFIZER.NS V20_Range_Breakout     4908.00     32.97
2026-08-05 11:58:04      DMART.NS V20_Range_Breakout     3946.00     23.81
2026-08-05 11:58:04   BOSCHLTD.NS V20_Range_Breakout    42920.00     29.36
2026-08-05 11:58:04   INDHOTEL.NS V20_Range_Breakout      741.05     22.50
